phase,t,pos,vel,effort_js,wrench_fx,cmd_v
exp,0.0116,-1.422582,-0.000001,0.000,-0.000017,0.0023
exp,0.0237,-1.422582,-0.000001,0.000,-0.000017,0.0047
exp,0.0354,-1.422564,0.002316,0.000,0.046337,0.0071
exp,0.0384,-1.422545,0.004735,0.000,0.046337,0.0077
exp,0.0484,-1.422526,0.004735,0.000,0.094708,0.0097
exp,0.0606,-1.422467,0.007661,0.000,0.141146,0.0121
exp,0.0745,-1.422398,0.009663,0.000,0.153225,0.0149
exp,0.0777,-1.422349,0.012087,0.000,0.193274,0.0155
exp,0.0888,-1.422241,0.014860,0.000,0.241741,0.0178
exp,0.0973,-1.422179,0.015501,0.000,0.297216,0.0195
exp,0.1095,-1.421969,0.019414,0.000,0.354105,0.0219
exp,0.1226,-1.421814,0.019414,0.000,0.388285,0.0245
exp,0.1341,-1.421726,0.021851,0.000,0.388285,0.0268
exp,0.1377,-1.421541,0.024449,0.000,0.437021,0.0275
exp,0.1476,-1.421434,0.026750,0.000,0.489000,0.0295
exp,0.1584,-1.421324,0.027474,0.000,0.549499,0.0317
exp,0.1702,-1.420970,0.031589,0.000,0.589030,0.0340
exp,0.1830,-1.420844,0.031589,0.000,0.631791,0.0366
exp,0.1947,-1.420717,0.031589,0.000,0.631791,0.0389
exp,0.1988,-1.420582,0.033949,0.000,0.631791,0.0398
exp,0.2083,-1.420446,0.033949,0.000,0.678999,0.0417
exp,0.2192,-1.419989,0.038836,0.000,0.776737,0.0438
exp,0.2321,-1.419489,0.043729,0.000,0.831206,0.0464
exp,0.2442,-1.419129,0.046291,0.000,0.874584,0.0488
exp,0.2471,-1.418944,0.046291,0.000,0.925825,0.0494
exp,0.2572,-1.418759,0.046291,0.000,0.925826,0.0514
exp,0.2682,-1.418367,0.049293,0.000,0.974457,0.0536
exp,0.2816,-1.418367,0.049293,0.000,0.985869,0.0563
exp,0.2934,-1.417956,0.051302,0.000,1.026047,0.0587
exp,0.2971,-1.417518,0.056169,0.000,1.026047,0.0594
exp,0.3073,-1.417284,0.058530,0.000,1.123400,0.0615
exp,0.3178,-1.416812,0.059258,0.000,1.170604,0.0636
exp,0.3311,-1.416322,0.061300,0.000,1.226002,0.0662
exp,0.3422,-1.415815,0.063388,0.000,1.226002,0.0684
exp,0.3473,-1.415286,0.066055,0.000,1.321120,0.0695
exp,0.3574,-1.415013,0.068273,0.000,1.365464,0.0715
exp,0.3676,-1.414463,0.069288,0.000,1.385779,0.0735
exp,0.3783,-1.414178,0.071288,0.000,1.466842,0.0757
exp,0.3907,-1.413591,0.073341,0.000,1.509435,0.0781
exp,0.4044,-1.413289,0.075471,0.000,1.509435,0.0809
exp,0.4151,-1.412987,0.075471,0.000,1.509435,0.0830
exp,0.4175,-1.412676,0.077939,0.000,1.558785,0.0835
exp,0.4286,-1.412022,0.082807,0.000,1.613630,0.0857
exp,0.4400,-1.411356,0.083277,0.000,1.665551,0.0880
exp,0.4518,-1.410320,0.087783,0.000,1.710031,0.0904
exp,0.4637,-1.409969,0.087783,0.000,1.755681,0.0927
exp,0.4679,-1.409609,0.090125,0.000,1.755681,0.0936
exp,0.4776,-1.409248,0.090125,0.000,1.802505,0.0955
exp,0.4897,-1.408505,0.093343,0.000,1.850168,0.0979
exp,0.5011,-1.408124,0.095280,0.000,1.905603,0.1002
exp,0.5140,-1.406952,0.099960,0.000,1.953654,0.1028
exp,0.5171,-1.406152,0.099960,0.000,1.999208,0.1034
exp,0.5273,-1.405742,0.102535,0.000,1.999208,0.1055
exp,0.5381,-1.404917,0.103161,0.000,2.050706,0.1076
exp,0.5503,-1.404496,0.105193,0.000,2.103878,0.1101
exp,0.5625,-1.403637,0.107344,0.000,2.146885,0.1125
exp,0.5750,-1.403208,0.107344,0.000,2.146885,0.1150
exp,0.5776,-1.402320,0.112212,0.000,2.146886,0.1155
exp,0.5880,-1.401861,0.114699,0.000,2.244246,0.1176
exp,0.5990,-1.400931,0.117293,0.000,2.304698,0.1198
exp,0.6114,-1.399984,0.119485,0.000,2.389724,0.1223
exp,0.6237,-1.399018,0.121967,0.000,2.439355,0.1247
exp,0.6271,-1.398043,0.121967,0.000,2.439355,0.1254
exp,0.6374,-1.397545,0.124423,0.000,2.502105,0.1275
exp,0.6481,-1.396544,0.125105,0.000,2.543086,0.1296
exp,0.6601,-1.395518,0.129283,0.000,2.585671,0.1320
exp,0.6723,-1.394474,0.131682,0.000,2.633649,0.1345
exp,0.6774,-1.393421,0.131682,0.000,2.682231,0.1355
exp,0.6874,-1.392348,0.134111,0.000,2.682232,0.1375
exp,0.6975,-1.391808,0.135138,0.000,2.742768,0.1395
exp,0.7091,-1.390710,0.137138,0.000,2.783001,0.1418
exp,0.7212,-1.389031,0.141454,0.000,2.829090,0.1442
exp,0.7342,-1.387890,0.143865,0.000,2.877312,0.1468
exp,0.7370,-1.386739,0.143865,0.000,2.929209,0.1474
exp,0.7474,-1.385565,0.147029,0.000,2.940593,0.1495
exp,0.7589,-1.384381,0.149102,0.000,2.982063,0.1518
exp,0.7706,-1.383179,0.151396,0.000,3.027941,0.1541
exp,0.7831,-1.381353,0.153728,0.000,3.074569,0.1566
exp,0.7874,-1.380123,0.153728,0.000,3.074570,0.1575
exp,0.7974,-1.378873,0.156211,0.000,3.124239,0.1595
exp,0.8076,-1.377617,0.157079,0.000,3.141596,0.1615
exp,0.8198,-1.376336,0.161101,0.000,3.181497,0.1640
exp,0.8316,-1.374403,0.161101,0.000,3.222036,0.1663
exp,0.8436,-1.372431,0.165904,0.000,3.270729,0.1687
exp,0.8475,-1.371767,0.165904,0.000,3.318101,0.1695
exp,0.8580,-1.370421,0.168297,0.000,3.365962,0.1716
exp,0.8681,-1.369744,0.169061,0.000,3.365962,0.1736
exp,0.8820,-1.369068,0.169061,0.000,3.381231,0.1764
exp,0.8927,-1.367683,0.173181,0.000,3.463641,0.1785
exp,0.8978,-1.365563,0.178075,0.000,3.519181,0.1796
exp,0.9080,-1.364850,0.178075,0.000,3.561525,0.1816
exp,0.9172,-1.363418,0.179093,0.000,3.581885,0.1834
exp,0.9296,-1.361961,0.182966,0.000,3.659346,0.1859
exp,0.9424,-1.361229,0.182966,0.000,3.659346,0.1885
exp,0.9543,-1.361229,0.182966,0.000,3.659346,0.1909
exp,0.9572,-1.360498,0.182966,0.000,3.708775,0.1914
exp,0.9673,-1.359756,0.185438,0.000,3.819066,0.1935
exp,0.9790,-1.358228,0.190952,0.000,3.819067,0.1958
exp,0.9905,-1.355903,0.195299,0.000,3.906003,0.1981
exp,1.0031,-1.354341,0.195299,0.000,3.906003,0.2006
exp,1.0076,-1.352760,0.197596,0.000,3.906003,0.2015
exp,1.0198,-1.352760,0.197596,0.000,3.951932,0.2040
exp,1.0290,-1.351960,0.200111,0.000,3.951932,0.2058
exp,1.0397,-1.351159,0.200111,0.000,4.002248,0.2079
exp,1.0520,-1.349534,0.205277,0.000,4.020179,0.2104
