phase,t,pos,vel,effort_js,wrench_fx,cmd_v
exp,0.0125,-1.423206,-0.000001,0.000,0.000000,0.0006
exp,0.0355,-1.423206,-0.000001,0.000,0.000000,0.0018
exp,0.0495,-1.423206,-0.000001,0.000,0.000000,0.0025
exp,0.0600,-1.423201,0.000626,0.000,-0.000000,0.0030
exp,0.0727,-1.423182,0.001776,0.000,-0.000000,0.0036
exp,0.0755,-1.423165,0.002472,0.000,-0.000000,0.0038
exp,0.0858,-1.423141,0.002999,0.000,0.000000,0.0043
exp,0.0978,-1.423096,0.003776,0.000,0.000000,0.0049
exp,0.1092,-1.423079,0.004290,0.000,-0.000000,0.0055
exp,0.1225,-1.423023,0.004888,0.000,0.000000,0.0061
exp,0.1257,-1.423023,0.004888,0.000,0.000000,0.0063
exp,0.1371,-1.423003,0.004888,0.000,-0.000000,0.0069
exp,0.1462,-1.422981,0.005460,0.000,-0.000000,0.0073
exp,0.1581,-1.422910,0.006284,0.000,-0.000000,0.0079
exp,0.1704,-1.422852,0.007311,0.000,0.000000,0.0085
exp,0.1756,-1.422820,0.007904,0.000,-0.000000,0.0088
exp,0.1858,-1.422788,0.007904,0.000,0.000000,0.0093
exp,0.1961,-1.422754,0.008520,0.000,0.000000,0.0098
exp,0.2069,-1.422682,0.009291,0.000,0.000000,0.0103
exp,0.2197,-1.422603,0.009805,0.000,0.000000,0.0110
exp,0.2315,-1.422562,0.010342,0.000,0.000000,0.0116
exp,0.2364,-1.422474,0.010982,0.000,0.000000,0.0118
exp,0.2472,-1.422382,0.011574,0.000,0.000000,0.0124
exp,0.2575,-1.422334,0.011819,0.000,0.000000,0.0129
exp,0.2681,-1.422238,0.012357,0.000,0.000000,0.0134
exp,0.2805,-1.422081,0.013405,0.000,0.000000,0.0140
exp,0.2854,-1.421971,0.014025,0.000,0.000000,0.0143
exp,0.2956,-1.421915,0.014025,0.000,0.000000,0.0148
exp,0.3057,-1.421858,0.014271,0.000,0.000000,0.0153
exp,0.3170,-1.421799,0.014779,0.000,0.000000,0.0158
exp,0.3299,-1.421613,0.015848,0.000,0.000000,0.0165
exp,0.3419,-1.421487,0.015848,0.000,0.000000,0.0171
exp,0.3456,-1.421421,0.016493,0.000,0.000000,0.0173
exp,0.3555,-1.421286,0.017091,0.000,0.000000,0.0178
exp,0.3660,-1.421217,0.017277,0.000,0.000000,0.0183
exp,0.3791,-1.421077,0.017773,0.000,0.000000,0.0190
exp,0.3906,-1.420857,0.018300,0.000,0.000000,0.0195
exp,0.3954,-1.420706,0.018953,0.000,0.000000,0.0198
exp,0.4054,-1.420628,0.019531,0.000,0.000000,0.0203
exp,0.4158,-1.420470,0.019769,0.000,0.000000,0.0208
exp,0.4278,-1.420389,0.020269,0.000,0.000000,0.0214
exp,0.4398,-1.420223,0.020789,0.000,0.000000,0.0220
exp,0.4521,-1.420052,0.021387,0.000,0.000000,0.0226
exp,0.4558,-1.419876,0.021991,0.000,0.000000,0.0228
exp,0.4657,-1.419786,0.022605,0.000,0.000000,0.0233
exp,0.4766,-1.419694,0.022789,0.000,0.000000,0.0238
exp,0.4889,-1.419413,0.023830,0.000,0.000000,0.0244
exp,0.5014,-1.419220,0.024443,0.000,0.000000,0.0251
exp,0.5059,-1.419220,0.024443,0.000,0.010642,0.0253
exp,0.5157,-1.419122,0.024443,0.000,0.000000,0.0258
exp,0.5264,-1.419022,0.025068,0.000,0.000000,0.0263
exp,0.5379,-1.419022,0.025068,0.000,0.000000,0.0269
exp,0.5493,-1.418921,0.025293,0.000,0.000000,0.0275
exp,0.5617,-1.418705,0.026893,0.000,0.000000,0.0281
exp,0.5667,-1.418486,0.027466,0.000,0.000000,0.0283
exp,0.5762,-1.418373,0.028084,0.000,0.000000,0.0288
exp,0.5863,-1.418147,0.028334,0.000,0.000000,0.0293
exp,0.5997,-1.417916,0.028809,0.000,0.000000,0.0300
exp,0.6136,-1.417916,0.028809,0.000,0.000000,0.0307
exp,0.6158,-1.417916,0.028809,0.000,0.000000,0.0308
exp,0.6260,-1.417682,0.029314,0.000,0.000000,0.0313
exp,0.6402,-1.417316,0.030791,0.000,0.000000,0.0320
exp,0.6477,-1.417316,0.030791,0.000,0.000000,0.0324
exp,0.6600,-1.417191,0.031300,0.000,0.000000,0.0330
exp,0.6720,-1.417191,0.031300,0.000,0.010624,0.0336
exp,0.6757,-1.417063,0.032007,0.000,0.000000,0.0338
exp,0.6862,-1.416931,0.032997,0.000,0.000000,0.0343
exp,0.6968,-1.416796,0.033597,0.000,0.000000,0.0348
exp,0.7093,-1.416659,0.034308,0.000,0.000000,0.0355
exp,0.7211,-1.416380,0.035465,0.000,0.000000,0.0361
exp,0.7263,-1.416238,0.035465,0.000,0.000000,0.0363
exp,0.7362,-1.416238,0.035465,0.000,0.000000,0.0368
exp,0.7470,-1.416096,0.035465,0.000,0.000000,0.0373
exp,0.7589,-1.415952,0.036056,0.000,0.000000,0.0379
exp,0.7703,-1.415655,0.037346,0.000,0.000000,0.0385
exp,0.7832,-1.415655,0.037346,0.000,0.000000,0.0392
exp,0.7855,-1.415350,0.038516,0.000,0.000000,0.0393
exp,0.7956,-1.415196,0.038516,0.000,0.000000,0.0398
exp,0.8082,-1.414882,0.039158,0.000,0.000000,0.0404
exp,0.8210,-1.414566,0.039777,0.000,0.000000,0.0411
exp,0.8319,-1.414245,0.040407,0.000,0.000000,0.0416
exp,0.8443,-1.414084,0.040407,0.000,0.000000,0.0422
exp,0.8455,-1.413922,0.040407,0.000,0.000000,0.0423
exp,0.8556,-1.413922,0.040407,0.000,0.000000,0.0428
exp,0.8701,-1.413253,0.042273,0.000,0.000000,0.0435
exp,0.8809,-1.412911,0.042781,0.000,0.000000,0.0440
