phase,t,pos,vel,effort_js,wrench_fx,cmd_v
exp,0.0120,-1.421385,-0.000001,0.000,-0.000018,0.0036
exp,0.0152,-1.421385,-0.000001,0.000,-0.000017,0.0046
exp,0.0239,-1.421385,-0.000001,0.000,-0.000018,0.0072
exp,0.0352,-1.421342,0.007154,0.000,0.072069,0.0106
exp,0.0494,-1.421271,0.010533,0.000,0.143093,0.0148
exp,0.0595,-1.421187,0.010533,0.000,0.210664,0.0178
exp,0.0633,-1.421057,0.017796,0.000,0.295373,0.0190
exp,0.0729,-1.420986,0.017796,0.000,0.355931,0.0219
exp,0.0840,-1.420910,0.018954,0.000,0.379082,0.0252
exp,0.0964,-1.420635,0.025126,0.000,0.502539,0.0289
exp,0.1087,-1.420419,0.028834,0.000,0.576694,0.0326
exp,0.1129,-1.420188,0.028834,0.000,0.650308,0.0339
exp,0.1229,-1.419928,0.032515,0.000,0.675610,0.0369
exp,0.1332,-1.419793,0.033780,0.000,0.735610,0.0400
exp,0.1456,-1.419339,0.039867,0.000,0.797357,0.0437
exp,0.1572,-1.419006,0.043581,0.000,0.871636,0.0472
exp,0.1629,-1.418469,0.047036,0.000,0.940736,0.0489
exp,0.1729,-1.418281,0.047036,0.000,0.975018,0.0519
exp,0.1832,-1.417879,0.051731,0.000,1.034639,0.0550
exp,0.1946,-1.417452,0.054826,0.000,1.096523,0.0584
exp,0.2061,-1.417014,0.054826,0.000,1.164386,0.0618
exp,0.2191,-1.416301,0.061663,0.000,1.233265,0.0657
exp,0.2231,-1.415808,0.061663,0.000,1.233266,0.0669
exp,0.2331,-1.415546,0.065558,0.000,1.335416,0.0699
exp,0.2435,-1.415012,0.066770,0.000,1.394781,0.0731
exp,0.2550,-1.414454,0.069738,0.000,1.457459,0.0765
exp,0.2677,-1.413871,0.072872,0.000,1.526305,0.0803
exp,0.2729,-1.413260,0.076315,0.000,1.602304,0.0819
exp,0.2829,-1.413260,0.076315,0.000,1.633426,0.0849
exp,0.2935,-1.412613,0.081671,0.000,1.633427,0.0881
exp,0.3074,-1.411948,0.084665,0.000,1.633426,0.0922
exp,0.3169,-1.411597,0.087829,0.000,1.693323,0.0951
exp,0.3289,-1.410877,0.091974,0.000,1.756596,0.0987
exp,0.3329,-1.410119,0.094828,0.000,1.896578,0.0999
exp,0.3429,-1.409327,0.099617,0.000,1.968392,0.1029
exp,0.3537,-1.408928,0.099617,0.000,1.992357,0.1061
exp,0.3658,-1.408518,0.102608,0.000,2.052167,0.1097
exp,0.3783,-1.407260,0.105846,0.000,2.116929,0.1135
exp,0.3830,-1.406385,0.109447,0.000,2.188963,0.1149
exp,0.3929,-1.405479,0.113187,0.000,2.188963,0.1179
exp,0.4035,-1.405021,0.114616,0.000,2.263760,0.1211
exp,0.4153,-1.404092,0.117583,0.000,2.292330,0.1246
exp,0.4274,-1.403609,0.120754,0.000,2.351668,0.1282
exp,0.4401,-1.402132,0.124269,0.000,2.485399,0.1320
exp,0.4433,-1.401620,0.127887,0.000,2.485399,0.1330
exp,0.4532,-1.401109,0.127887,0.000,2.557764,0.1360
exp,0.4636,-1.400048,0.132640,0.000,2.652807,0.1391
exp,0.4761,-1.398408,0.138712,0.000,2.712119,0.1428
exp,0.4879,-1.397853,0.138712,0.000,2.774255,0.1464
exp,0.5025,-1.397853,0.138712,0.000,2.849259,0.1507
exp,0.5122,-1.397283,0.142462,0.000,2.919916,0.1537
exp,0.5178,-1.396699,0.145995,0.000,2.919917,0.1553
exp,0.5263,-1.396115,0.145995,0.000,2.919916,0.1579
exp,0.5369,-1.394271,0.157477,0.000,3.065573,0.1611
exp,0.5492,-1.392368,0.160671,0.000,3.149555,0.1648
exp,0.5538,-1.391726,0.160671,0.000,3.213431,0.1661
exp,0.5639,-1.390426,0.164352,0.000,3.213432,0.1692
exp,0.5750,-1.390426,0.164352,0.000,3.213432,0.1725
exp,0.5870,-1.389100,0.165707,0.000,3.314164,0.1761
exp,0.5983,-1.387723,0.172073,0.000,3.441476,0.1795
exp,0.6032,-1.386318,0.175662,0.000,3.513251,0.1810
exp,0.6129,-1.384886,0.179037,0.000,3.580763,0.1839
exp,0.6255,-1.384164,0.180513,0.000,3.580762,0.1877
exp,0.6361,-1.383430,0.183390,0.000,3.610282,0.1908
exp,0.6472,-1.382697,0.183390,0.000,3.667822,0.1942
exp,0.6602,-1.380412,0.193659,0.000,3.806813,0.1981
exp,0.6632,-1.379637,0.193659,0.000,3.806813,0.1989
exp,0.6731,-1.378863,0.193659,0.000,3.873189,0.2019
exp,0.6838,-1.377279,0.198443,0.000,3.950985,0.2051
exp,0.6964,-1.375667,0.201417,0.000,4.028360,0.2089
exp,0.7082,-1.374030,0.204612,0.000,4.028361,0.2125
exp,0.7205,-1.373197,0.208401,0.000,4.092254,0.2161
exp,0.7240,-1.372363,0.208401,0.000,4.168043,0.2172
exp,0.7329,-1.371516,0.211930,0.000,4.168043,0.2199
