phase,t,pos,vel,effort_js,wrench_fx,cmd_v
exp,0.0122,-1.421385,-0.000001,0.000,-0.000017,0.0006
exp,0.0159,-1.421385,-0.000001,0.000,-0.000017,0.0008
exp,0.0260,-1.421380,0.000609,0.000,-0.000017,0.0013
exp,0.0359,-1.421377,0.000794,0.000,0.012197,0.0018
exp,0.0481,-1.421369,0.001298,0.000,0.015880,0.0024
exp,0.0606,-1.421354,0.001791,0.000,0.035839,0.0030
exp,0.0658,-1.421335,0.002396,0.000,0.047924,0.0033
exp,0.0754,-1.421323,0.003021,0.000,0.047924,0.0038
exp,0.0865,-1.421298,0.003281,0.000,0.060425,0.0043
exp,0.0972,-1.421268,0.003761,0.000,0.065639,0.0049
exp,0.1099,-1.421233,0.004313,0.000,0.086261,0.0055
exp,0.1223,-1.421194,0.004845,0.000,0.096910,0.0061
exp,0.1255,-1.421151,0.005478,0.000,0.096910,0.0063
exp,0.1358,-1.421126,0.006099,0.000,0.109565,0.0068
exp,0.1467,-1.421101,0.006259,0.000,0.121997,0.0073
exp,0.1587,-1.421020,0.007313,0.000,0.135448,0.0079
exp,0.1708,-1.420961,0.007313,0.000,0.146270,0.0085
exp,0.1758,-1.420898,0.007915,0.000,0.158315,0.0088
exp,0.1861,-1.420830,0.008518,0.000,0.170377,0.0093
exp,0.1965,-1.420760,0.008764,0.000,0.175288,0.0098
exp,0.2079,-1.420683,0.009798,0.000,0.175289,0.0104
exp,0.2200,-1.420603,0.010367,0.000,0.195969,0.0110
exp,0.2323,-1.420517,0.010970,0.000,0.207350,0.0116
exp,0.2356,-1.420474,0.010970,0.000,0.219401,0.0118
exp,0.2462,-1.420381,0.011582,0.000,0.219401,0.0123
exp,0.2569,-1.420334,0.011746,0.000,0.231659,0.0128
exp,0.2701,-1.420285,0.012275,0.000,0.234938,0.0135
exp,0.2813,-1.420182,0.012811,0.000,0.245519,0.0141
exp,0.2932,-1.420128,0.013469,0.000,0.256239,0.0147
exp,0.2968,-1.420128,0.013469,0.000,0.256239,0.0148
exp,0.3067,-1.420016,0.014621,0.000,0.269388,0.0153
exp,0.3181,-1.419898,0.014801,0.000,0.292439,0.0159
exp,0.3297,-1.419775,0.015297,0.000,0.305945,0.0165
exp,0.3432,-1.419583,0.016443,0.000,0.317297,0.0172
exp,0.3462,-1.419517,0.016443,0.000,0.328863,0.0173
exp,0.3587,-1.419517,0.016443,0.000,0.328862,0.0179
exp,0.3711,-1.419451,0.016443,0.000,0.328862,0.0186
exp,0.3797,-1.419383,0.017113,0.000,0.328862,0.0190
exp,0.3919,-1.419242,0.017890,0.000,0.345292,0.0196
exp,0.4030,-1.419091,0.018934,0.000,0.378698,0.0201
exp,0.4058,-1.419012,0.019543,0.000,0.378698,0.0203
exp,0.4158,-1.419012,0.019543,0.000,0.378698,0.0208
exp,0.4282,-1.418854,0.020097,0.000,0.390871,0.0214
exp,0.4406,-1.418600,0.021353,0.000,0.414759,0.0220
exp,0.4518,-1.418427,0.021973,0.000,0.427079,0.0226
exp,0.4558,-1.418339,0.021973,0.000,0.427079,0.0228
exp,0.4656,-1.418251,0.021973,0.000,0.439470,0.0233
exp,0.4772,-1.418161,0.022530,0.000,0.439470,0.0239
exp,0.4942,-1.417977,0.023218,0.000,0.464368,0.0247
exp,0.5028,-1.417884,0.023218,0.000,0.475972,0.0251
exp,0.5150,-1.417694,0.023798,0.000,0.475972,0.0258
exp,0.5291,-1.417599,0.023798,0.000,0.475972,0.0265
exp,0.5387,-1.417403,0.025074,0.000,0.501496,0.0269
exp,0.5506,-1.417198,0.025686,0.000,0.513722,0.0275
exp,0.5622,-1.416875,0.027459,0.000,0.527761,0.0281
exp,0.5673,-1.416875,0.027459,0.000,0.537357,0.0284
exp,0.5769,-1.416765,0.027459,0.000,0.549198,0.0288
exp,0.5869,-1.416765,0.027459,0.000,0.549197,0.0293
exp,0.5993,-1.416313,0.028773,0.000,0.575467,0.0300
exp,0.6120,-1.416081,0.029269,0.000,0.585382,0.0306
exp,0.6157,-1.415841,0.029889,0.000,0.597797,0.0308
exp,0.6256,-1.415597,0.030523,0.000,0.610465,0.0313
exp,0.6360,-1.415474,0.030704,0.000,0.610465,0.0318
exp,0.6487,-1.415227,0.031199,0.000,0.614096,0.0324
exp,0.6610,-1.414973,0.031716,0.000,0.623987,0.0331
exp,0.6655,-1.414846,0.031716,0.000,0.634337,0.0333
exp,0.6773,-1.414717,0.032352,0.000,0.634337,0.0339
exp,0.6863,-1.414585,0.032966,0.000,0.647045,0.0343
exp,0.6974,-1.414452,0.033191,0.000,0.659332,0.0349
exp,0.7129,-1.414180,0.034224,0.000,0.675598,0.0356
exp,0.7218,-1.414043,0.034224,0.000,0.684498,0.0361
exp,0.7262,-1.413765,0.034780,0.000,0.684498,0.0363
exp,0.7359,-1.413623,0.035552,0.000,0.695614,0.0368
exp,0.7469,-1.413334,0.036218,0.000,0.711051,0.0373
exp,0.7593,-1.413040,0.036701,0.000,0.734041,0.0380
exp,0.7717,-1.412891,0.037247,0.000,0.744955,0.0386
exp,0.7827,-1.412439,0.037869,0.000,0.757390,0.0391
exp,0.7857,-1.412286,0.038485,0.000,0.757390,0.0393
exp,0.7961,-1.411975,0.039033,0.000,0.769716,0.0398
exp,0.8094,-1.411819,0.039185,0.000,0.780663,0.0405
exp,0.8213,-1.411819,0.039185,0.000,0.780663,0.0411
exp,0.8322,-1.411662,0.039185,0.000,0.783716,0.0416
exp,0.8358,-1.411339,0.040961,0.000,0.783716,0.0418
exp,0.8465,-1.411173,0.041502,0.000,0.794025,0.0423
exp,0.8572,-1.411007,0.041681,0.000,0.830057,0.0429
exp,0.8687,-1.410671,0.042216,0.000,0.833626,0.0434
exp,0.8815,-1.410156,0.043325,0.000,0.855006,0.0441
exp,0.8943,-1.409809,0.043325,0.000,0.866516,0.0447
exp,0.8984,-1.409809,0.043325,0.000,0.866517,0.0449
exp,0.9067,-1.409633,0.043963,0.000,0.866517,0.0453
exp,0.9175,-1.409455,0.044598,0.000,0.879269,0.0459
exp,0.9307,-1.409098,0.044598,0.000,0.891978,0.0465
exp,0.9422,-1.408732,0.045759,0.000,0.915190,0.0471
exp,0.9463,-1.408546,0.046414,0.000,0.928297,0.0473
exp,0.9556,-1.408173,0.046989,0.000,0.928297,0.0478
exp,0.9672,-1.407796,0.047192,0.000,0.939783,0.0484
exp,0.9795,-1.407415,0.047659,0.000,0.953194,0.0490
exp,0.9907,-1.407029,0.048234,0.000,0.964688,0.0495
exp,0.9959,-1.406641,0.048849,0.000,0.964689,0.0498
exp,1.0077,-1.406445,0.048849,0.000,0.976987,0.0504
exp,1.0205,-1.406445,0.048849,0.000,0.976987,0.0510
exp,1.0314,-1.406247,0.049407,0.000,-0.977636,0.0516
exp,1.0404,-1.405851,0.049668,0.000,0.993379,0.0520
exp,1.0522,-1.405238,0.051436,0.000,1.017896,0.0526
exp,1.0560,-1.404823,0.051889,0.000,1.028739,0.0528
exp,1.0675,-1.404823,0.051889,0.000,1.037790,0.0534
exp,1.0779,-1.404403,0.052664,0.000,1.049517,0.0539
exp,1.0895,-1.403764,0.053757,0.000,1.064771,0.0545
exp,1.1022,-1.403334,0.053757,0.000,1.075147,0.0551
exp,1.1140,-1.403117,0.054335,0.000,1.086709,0.0557
exp,1.1255,-1.402899,0.054335,0.000,1.099387,0.0563
exp,1.1382,-1.402015,0.055557,0.000,1.111144,0.0569
exp,1.1501,-1.401566,0.056133,0.000,1.122670,0.0575
exp,1.1623,-1.401112,0.056766,0.000,1.135329,0.0581
exp,1.1664,-1.400653,0.057359,0.000,1.135329,0.0583
exp,1.1759,-1.400421,0.057965,0.000,1.147188,0.0588
exp,1.1873,-1.400188,0.058168,0.000,1.159305,0.0594
exp,1.1991,-1.399719,0.058646,0.000,1.172925,0.0600
exp,1.2117,-1.399246,0.059213,0.000,1.184281,0.0606
exp,1.2157,-1.399006,0.059802,0.000,1.184281,0.0608
exp,1.2271,-1.398765,0.060431,0.000,1.196058,0.0614
exp,1.2359,-1.398522,0.060631,0.000,1.196059,0.0618
exp,1.2485,-1.398280,0.060631,0.000,1.212629,0.0624
exp,1.2602,-1.397788,0.061638,0.000,1.212628,0.0630
exp,1.2656,-1.397539,0.062265,0.000,1.232780,0.0633
exp,1.2760,-1.397036,0.062846,0.000,1.245312,0.0638
exp,1.2855,-1.396784,0.063120,0.000,1.256941,0.0643
exp,1.2977,-1.396275,0.063636,0.000,1.272732,0.0649
exp,1.3102,-1.395762,0.064111,0.000,1.282236,0.0655
exp,1.3217,-1.394983,0.065341,0.000,1.294412,0.0661
exp,1.3257,-1.394460,0.065341,0.000,1.306835,0.0663
exp,1.3359,-1.394196,0.065915,0.000,1.306836,0.0668
exp,1.3458,-1.393668,0.066117,0.000,1.322348,0.0673
exp,1.3588,-1.393135,0.066624,0.000,1.332487,0.0679
exp,1.3702,-1.392327,0.067765,0.000,1.342364,0.0685
exp,1.3758,-1.391782,0.068334,0.000,1.366695,0.0688
exp,1.3858,-1.391235,0.068334,0.000,1.366695,0.0693
exp,1.3956,-1.390961,0.068613,0.000,1.372267,0.0698
exp,1.4074,-1.390408,0.069112,0.000,1.392078,0.0704
exp,1.4196,-1.389571,0.070191,0.000,1.403826,0.0710
exp,1.4316,-1.389007,0.070797,0.000,1.415944,0.0716
exp,1.4356,-1.388723,0.070797,0.000,1.415945,0.0718
exp,1.4458,-1.388155,0.071396,0.000,1.427927,0.0723
exp,1.4562,-1.387868,0.071597,0.000,1.431958,0.0728
exp,1.4690,-1.387001,0.072624,0.000,1.452498,0.0735
exp,1.4808,-1.386420,0.072624,0.000,1.452498,0.0740
exp,1.4859,-1.385834,0.073264,0.000,1.465297,0.0743
exp,1.4955,-1.385538,0.073849,0.000,1.476999,0.0748
exp,1.5059,-1.384947,0.074105,0.000,1.476999,0.0753
exp,1.5176,-1.384348,0.075103,0.000,1.491642,0.0759
exp,1.5303,-1.383745,0.075688,0.000,1.502081,0.0765
exp,1.5422,-1.383139,0.075688,0.000,1.513775,0.0771
exp,1.5454,-1.382834,0.076321,0.000,1.513776,0.0773
exp,1.5561,-1.382221,0.076913,0.000,1.526442,0.0778
exp,1.5667,-1.381913,0.077074,0.000,1.538265,0.0783
exp,1.5783,-1.381292,0.078135,0.000,1.541488,0.0789
exp,1.5912,-1.380667,0.078135,0.000,1.562706,0.0796
exp,1.5956,-1.380037,0.078713,0.000,1.574280,0.0798
exp,1.6055,-1.379720,0.079358,0.000,1.574280,0.0803
exp,1.6161,-1.379084,0.079575,0.000,1.587182,0.0808
exp,1.6280,-1.378443,0.080070,0.000,1.601418,0.0814
exp,1.6431,-1.377799,0.080598,0.000,1.611971,0.0822
exp,1.6525,-1.377799,0.080598,0.000,1.611971,0.0826
exp,1.6557,-1.376821,0.081944,0.000,1.623855,0.0828
exp,1.6655,-1.376492,0.082415,0.000,1.638890,0.0833
exp,1.6768,-1.375829,0.083064,0.000,1.651449,0.0838
exp,1.6889,-1.374830,0.083625,0.000,1.672521,0.0844
exp,1.7010,-1.374830,0.083625,0.000,1.672522,0.0851
exp,1.7131,-1.374495,0.083625,0.000,1.672522,0.0857
exp,1.7164,-1.374159,0.084230,0.000,1.684605,0.0858
exp,1.7281,-1.374159,0.084230,0.000,1.696711,0.0864
exp,1.7381,-1.373819,0.084835,0.000,1.712062,0.0869
exp,1.7502,-1.372788,0.086681,0.000,1.733626,0.0875
exp,1.7554,-1.371745,0.087288,0.000,1.733626,0.0878
exp,1.7654,-1.371046,0.087546,0.000,1.745764,0.0883
exp,1.7762,-1.370696,0.087546,0.000,1.750926,0.0888
exp,1.7868,-1.370343,0.088046,0.000,1.750926,0.0893
exp,1.7996,-1.369989,0.088584,0.000,1.760931,0.0900
exp,1.8115,-1.368922,0.089114,0.000,1.782287,0.0906
exp,1.8155,-1.368204,0.089751,0.000,1.795030,0.0908
exp,1.8255,-1.367481,0.090341,0.000,1.806840,0.0913
exp,1.8361,-1.366755,0.091042,0.000,1.806841,0.0918
exp,1.8479,-1.366391,0.091042,0.000,1.820849,0.0924
exp,1.8600,-1.365658,0.091573,0.000,1.831469,0.0930
exp,1.8725,-1.365289,0.092158,0.000,1.831469,0.0936
exp,1.8765,-1.365289,0.092158,0.000,1.831469,0.0938
exp,1.8856,-1.364918,0.092764,0.000,1.843176,0.0943
exp,1.8968,-1.364170,0.093583,0.000,1.867741,0.0948
exp,1.9095,-1.362661,0.094600,0.000,1.880752,0.0955
exp,1.9218,-1.361902,0.095233,0.000,1.892012,0.0961
exp,1.9268,-1.361521,0.095233,0.000,1.904675,0.0963
exp,1.9368,-1.361521,0.095233,0.000,1.904675,0.0968
exp,1.9461,-1.361140,0.095233,0.000,1.904675,0.0973
exp,1.9582,-1.360373,0.096592,0.000,1.904675,0.0979
exp,1.9710,-1.359596,0.097057,0.000,1.941148,0.0985
exp,1.9826,-1.358422,0.098296,0.000,1.953167,0.0991
exp,1.9861,-1.357636,0.098296,0.000,1.965930,0.0993
exp,1.9957,-1.357240,0.098875,0.000,1.965931,0.0998
exp,2.0084,-1.356845,0.098875,0.000,1.977523,0.1000
exp,2.0196,-1.356446,0.099529,0.000,1.977523,0.1000
exp,2.0321,-1.356048,0.099529,0.000,-1.980552,0.1000
exp,2.0364,-1.355250,0.099745,0.000,1.994906,0.1000
exp,2.0455,-1.354851,0.099745,0.000,1.994906,0.1000
exp,2.0560,-1.354053,0.099745,0.000,1.994906,0.1000
exp,2.0682,-1.353255,0.099745,0.000,1.994906,0.1000
exp,2.0830,-1.352458,0.099745,0.000,1.994906,0.1000
exp,2.0925,-1.352059,0.099745,0.000,1.994906,0.1000
exp,2.0956,-1.351660,0.099745,0.000,1.994906,0.1000
exp,2.1058,-1.351261,0.099745,0.000,1.994907,0.1000
exp,2.1171,-1.350064,0.099745,0.000,1.994906,0.1000
exp,2.1295,-1.349266,0.099745,0.000,1.994907,0.1000
exp,2.1429,-1.348468,0.099745,0.000,1.994907,0.1000
exp,2.1460,-1.348468,0.099745,0.000,1.994907,0.1000
exp,2.1565,-1.348468,0.099745,0.000,1.994907,0.1000
exp,2.1678,-1.348069,0.099745,0.000,1.994907,0.1000
exp,2.1793,-1.346872,0.099745,0.000,1.994906,0.1000
exp,2.1908,-1.346074,0.099745,0.000,1.994907,0.1000
exp,2.1957,-1.345675,0.099745,0.000,1.994907,0.1000
exp,2.2062,-1.344877,0.099745,0.000,1.994906,0.1000
exp,2.2164,-1.344478,0.099745,0.000,1.994906,0.1000
exp,2.2276,-1.344079,0.099745,0.000,1.994906,0.1000
exp,2.2397,-1.343281,0.099745,0.000,1.994907,0.1000
exp,2.2528,-1.342483,0.099745,0.000,1.994907,0.1000
exp,2.2559,-1.342084,0.099745,0.000,1.994907,0.1000
exp,2.2657,-1.341286,0.099745,0.000,1.994907,0.1000
exp,2.2763,-1.340887,0.099745,0.000,1.994906,0.1000
exp,2.2893,-1.340488,0.099745,0.000,1.994907,0.1000
exp,2.3022,-1.339291,0.099745,0.000,1.994907,0.1000
exp,2.3143,-1.338892,0.099745,0.000,1.994906,0.1000
exp,2.3184,-1.338493,0.099745,0.000,1.994907,0.1000
exp,2.3261,-1.338493,0.099745,0.000,1.994906,0.1000
exp,2.3375,-1.337695,0.099745,0.000,1.994906,0.1000
exp,2.3502,-1.336897,0.099745,0.000,1.994906,0.1000
exp,2.3618,-1.336099,0.099745,0.000,1.994906,0.1000
exp,2.3656,-1.335301,0.099745,0.000,1.994906,0.1000
